accuracy,loss,val_accuracy,val_loss
0.3504166603088379,1.343760371208191,0.4181250035762787,1.2612396478652954
0.4856249988079071,1.152529239654541,0.3231250047683716,1.4118516445159912
0.5558333396911621,1.051838755607605,0.49687498807907104,1.0959774255752563
0.6214583516120911,0.9286593794822693,0.5287500023841858,1.0573890209197998
0.6568750143051147,0.8570655584335327,0.574999988079071,0.9653535485267639
0.6781250238418579,0.7889524698257446,0.590624988079071,0.9566513895988464
0.7099999785423279,0.7364161610603333,0.6549999713897705,0.8603494763374329
0.71875,0.7078043222427368,0.6424999833106995,0.8723523020744324
0.7389583587646484,0.6702530384063721,0.6318749785423279,0.8849830627441406
0.7475000023841858,0.6500120162963867,0.6368749737739563,0.8810544013977051
0.7389583587646484,0.6343469023704529,0.6587499976158142,0.8366683721542358
0.7562500238418579,0.6150086522102356,0.6493750214576721,0.8562788367271423
0.7727083563804626,0.5787803530693054,0.6949999928474426,0.7525176405906677
0.7724999785423279,0.5809631943702698,0.6787499785423279,0.7880823016166687
0.7833333611488342,0.5551577806472778,0.6712499856948853,0.8145736455917358
0.7918750047683716,0.5374512076377869,0.7206249833106995,0.710059642791748
0.7877083420753479,0.5390017628669739,0.6787499785423279,0.8062334656715393
0.8004166483879089,0.5195591449737549,0.6668750047683716,0.8627820611000061
0.8010416626930237,0.5064151883125305,0.6974999904632568,0.8071732521057129
0.8120833039283752,0.4919823706150055,0.7112500071525574,0.7993715405464172
0.8031250238418579,0.4947609603404999,0.7293750047683716,0.7000885605812073
0.809374988079071,0.4950827956199646,0.7406250238418579,0.6900375485420227
0.8108333349227905,0.48266494274139404,0.7400000095367432,0.6970139145851135
0.8289583325386047,0.4573254883289337,0.7112500071525574,0.8104664087295532
0.8274999856948853,0.4542733132839203,0.7331249713897705,0.715195894241333
0.8364583253860474,0.444041907787323,0.6800000071525574,0.8818700909614563
0.8341666460037231,0.43248987197875977,0.7337499856948853,0.7053562998771667
0.8289583325386047,0.4476075768470764,0.7593749761581421,0.646363377571106
0.8337500095367432,0.43082162737846375,0.6987500190734863,0.7761173248291016
0.8366666436195374,0.42627283930778503,0.7356250286102295,0.6913973093032837
0.8399999737739563,0.4202427566051483,0.7356250286102295,0.7293701171875
0.8427083492279053,0.4246813654899597,0.7524999976158142,0.6849174499511719
0.8412500023841858,0.4169583022594452,0.7649999856948853,0.6183047294616699
0.8552083373069763,0.38578155636787415,0.7087500095367432,0.7627566456794739
0.8429166674613953,0.41159602999687195,0.7599999904632568,0.6594153642654419
0.8543750047683716,0.3908434212207794,0.7599999904632568,0.670362651348114
0.8464583158493042,0.39399635791778564,0.7193750143051147,0.7476997375488281
0.8537499904632568,0.37534666061401367,0.7787500023841858,0.592363178730011
0.8666666746139526,0.3644641637802124,0.7818750143051147,0.6192443370819092
0.8516666889190674,0.37726449966430664,0.7524999976158142,0.6968839168548584
0.8635416626930237,0.36924463510513306,0.7825000286102295,0.6145932674407959
0.8616666793823242,0.3621843457221985,0.7350000143051147,0.7055841684341431
0.8693749904632568,0.3528619110584259,0.784375011920929,0.6126327514648438
0.8664583563804626,0.34758853912353516,0.7662500143051147,0.6231815814971924
0.8760416507720947,0.3402601480484009,0.7925000190734863,0.5952112078666687
0.8675000071525574,0.34688496589660645,0.6837499737739563,0.8688147068023682
0.8700000047683716,0.3439387083053589,0.7706249952316284,0.6275317072868347
0.8777083158493042,0.32722899317741394,0.7362499833106995,0.7331321239471436
0.8785416483879089,0.32761192321777344,0.6918749809265137,0.913326621055603
0.8810416460037231,0.3247579336166382,0.7549999952316284,0.6797089576721191
