accuracy,loss,val_accuracy,val_loss
0.5104166865348816,1.2407013177871704,0.6274999976158142,0.8746095299720764
0.6474999785423279,0.8823505640029907,0.6587499976158142,0.8304206728935242
0.6887500286102295,0.7831915020942688,0.6868749856948853,0.7940016984939575
0.7145833373069763,0.7273498177528381,0.6712499856948853,0.8209266066551208
0.7454166412353516,0.673064112663269,0.721875011920929,0.6988105773925781
0.747083306312561,0.648532509803772,0.7293750047683716,0.6972574591636658
0.7674999833106995,0.6283264756202698,0.7149999737739563,0.735434353351593
0.7595833539962769,0.6165759563446045,0.7437499761581421,0.6665177345275879
0.7712500095367432,0.5836467146873474,0.7168750166893005,0.7359082102775574
0.768750011920929,0.5960510969161987,0.7243750095367432,0.7087064385414124
0.7833333611488342,0.5728806257247925,0.7481250166893005,0.683875322341919
0.7772916555404663,0.570042073726654,0.7568749785423279,0.6464382410049438
0.7881249785423279,0.5575131177902222,0.7543749809265137,0.6442983746528625
0.7850000262260437,0.5757384300231934,0.7637500166893005,0.6395861506462097
0.7883333563804626,0.5474184155464172,0.7006250023841858,0.8179588317871094
0.7908333539962769,0.5534614324569702,0.7387499809265137,0.7061062455177307
0.7872916460037231,0.5431082248687744,0.7568749785423279,0.6756575107574463
0.7931249737739563,0.5415266156196594,0.7674999833106995,0.642865002155304
0.8100000023841858,0.5135943293571472,0.7381250262260437,0.6998010873794556
0.7993749976158142,0.5201297402381897,0.7300000190734863,0.7100179195404053
0.8039583563804626,0.5145094394683838,0.7231249809265137,0.7154147624969482
0.8018749952316284,0.5230039358139038,0.7668750286102295,0.6469769477844238
0.8168749809265137,0.49384328722953796,0.8018749952316284,0.5560909509658813
0.8060416579246521,0.5065563917160034,0.7731249928474426,0.6178401708602905
0.8033333420753479,0.5199964642524719,0.8056250214576721,0.5524803400039673
0.8102083206176758,0.509640634059906,0.7912499904632568,0.5859378576278687
0.8077083230018616,0.5127944946289062,0.7956249713897705,0.560152530670166
0.8189583420753479,0.4906065762042999,0.7556250095367432,0.6863571405410767
0.8160416483879089,0.48900994658470154,0.7618749737739563,0.655714750289917
0.8041666746139526,0.49796411395072937,0.7587500214576721,0.6690249443054199
0.8145833611488342,0.4859393239021301,0.7537500262260437,0.6900078058242798
0.825208306312561,0.4542497396469116,0.7493749856948853,0.6913037896156311
0.8245833516120911,0.48126551508903503,0.762499988079071,0.6736041307449341
0.8218749761581421,0.4727340638637543,0.78125,0.6078627109527588
0.8191666603088379,0.47267451882362366,0.7268750071525574,0.7510974407196045
0.8302083611488342,0.46162110567092896,0.7743750214576721,0.6495990753173828
0.8287500143051147,0.4619598388671875,0.7649999856948853,0.6673229336738586
0.8206250071525574,0.4792909324169159,0.765625,0.6306403875350952
0.8189583420753479,0.47121214866638184,0.7637500166893005,0.6663232445716858
0.8137500286102295,0.47476550936698914,0.765625,0.6394161581993103
0.8320833444595337,0.44577011466026306,0.7456250190734863,0.7058468461036682
0.8266666531562805,0.460185706615448,0.7706249952316284,0.6106502413749695
0.8349999785423279,0.4574679434299469,0.7612500190734863,0.6674892902374268
0.8245833516120911,0.4578552842140198,0.7674999833106995,0.6362401843070984
0.8308333158493042,0.4426616430282593,0.7831249833106995,0.6175054311752319
0.8270833492279053,0.4614267945289612,0.7762500047683716,0.627678394317627
0.8352083563804626,0.4462684690952301,0.7662500143051147,0.6462585926055908
0.8354166746139526,0.43847376108169556,0.8018749952316284,0.5549417734146118
0.8399999737739563,0.4356261193752289,0.7756249904632568,0.6155784130096436
0.8458333611488342,0.42735564708709717,0.7612500190734863,0.6663858294487
